x1,y
3.745401188473625,6.0290293682695735
9.50714306409916,11.692821632009476
7.319939418114051,9.542800448006112
5.986584841970366,8.23211289965687
1.5601864044243652,3.8809632355491512
1.5599452033620265,3.8807261349048723
0.5808361216819946,2.9182619076134007
8.661761457749352,10.861811512967613
6.011150117432088,8.256260565435742
7.080725777960454,9.307653439735127
0.20584494295802447,2.549645578927738
9.699098521619943,11.881513846752405
8.324426408004218,10.530211159068147
2.1233911067827616,4.434593457967455
1.8182496720710062,4.1346394276458
1.8340450985343382,4.150166331859254
3.0424224295953772,5.338001248292256
5.247564316322379,7.505655722944898
4.319450186421157,6.593319533251998
2.9122914019804194,5.2100824481467525
6.118528947223795,8.36181395512099
1.3949386065204183,3.7185246502095715
2.9214464853521815,5.219081895101194
3.663618432936917,5.948636919576989
4.56069984217036,6.8304679448534635
7.851759613930136,10.065579700493323
1.9967378215835974,4.310093278616677
5.142344384136116,7.402224529605803
5.924145688620425,8.170735211913877
0.46450412719997725,2.8039075570375775
6.075448519014383,8.319465894191138
1.7052412368729153,4.023552135846076
0.6505159298527952,2.9867571590452977
9.488855372533333,11.674844831200266
9.656320330745594,11.839462885122918
8.08397348116461,10.293845931984812
3.0461376917337066,5.341653350974234
0.9767211400638387,3.3074168806827537
6.842330265121569,9.073310650614502
4.4015249373960135,6.673999013460282
1.2203823484477883,3.5469358485241758
4.951769101112702,7.214889026393786
0.34388521115218396,2.685339162562597
9.093204020787821,11.285919552434429
2.587799816000169,4.891107219128166
6.62522284353982,8.859894055199643
3.1171107608941098,5.4114198779589096
5.200680211778108,7.45956864817788
5.4671027934327965,7.721462045944438
1.8485445552552704,4.164419297815931
9.695846277645586,11.878316890925612
7.7513282336111455,9.966855653639756
9.394989415641891,11.582574595575979
8.948273504276488,11.143452854703789
5.978999788110851,8.224656791712967
9.218742350231167,11.409323730277238
0.884925020519195,3.2171812951703687
1.959828624191452,4.2738115375801975
0.45227288910538066,2.7918842499905896
3.2533033076326436,5.545297151402888
3.8867728968948203,6.167997757647608
2.713490317738959,5.014660982337396
8.287375091519294,10.493789714963468
3.567533266935893,5.854185201397983
2.8093450968738076,5.108886230226953
5.426960831582485,7.682002497445582
1.4092422497476265,3.732585131501917
8.021969807540398,10.23289632081221
0.7455064367977082,3.0801328273721476
9.868869366005173,12.048398586783085
7.722447692966574,9.938466082186142
1.987156815341724,4.300675149480915
0.05522117123602399,2.4015824113250117
8.154614284548341,10.36328584171102
7.068573438476172,9.295707690022077
7.2900716804098735,9.513440461842906
7.712703466859457,9.928887507922846
0.7404465173409036,3.0751589265461083
3.5846572854427263,5.8710181115902
1.1586905952512971,3.4862928551320254
8.631034258755935,10.831606676357085
6.232981268275579,8.474320586714894
3.308980248526492,5.600027584301541
0.6355835028602363,2.9720785833116126
3.109823217156622,5.4042562224649595
3.2518332202674705,5.543852055522923
7.29606178338064,9.519328733063169
6.3755747135521315,8.614489943421745
8.872127425763265,11.068601259525291
4.722149251619493,6.9891727143419615
1.195942459383017,3.522911437573506
7.13244787222995,9.35849625840204
7.607850486168974,9.825817027904101
5.612771975694963,7.864654852108147
7.70967179954561,9.925907378953335
4.937955963643907,7.201310712261961
5.227328293819941,7.485763712825001
4.275410183585496,6.550028210464543
0.2541912674409519,2.5971700158944557
1.0789142699330445,3.407872727344183
0.3142918568673425,2.656248895300598
6.364104112637804,8.603214342722962
3.143559810763267,5.437419293980291
5.085706911647028,7.346549894149028
9.07566473926093,11.268678438693494
2.4929222914887497,4.797842612533441
4.103829230356297,6.38136413344024
7.555511385430487,9.774367691878169
2.2879816549162246,4.596385966782648
0.7697990982879299,3.104012513617035
2.8975145291376805,5.19555678214234
1.6122128725400442,3.9321052537068635
9.29697652342573,11.486227922527494
8.08120379564417,10.291123331118218
6.334037565104235,8.573658926497464
8.714605901877178,10.913757601545267
8.036720768991145,10.247396515918297
1.8657005888603584,4.1812836788497325
8.925589984899778,11.121154955156483
5.393422419156507,7.649034238030847
8.074401551640625,10.284436725262735
8.960912999234932,11.155877478247938
3.1800347497186388,5.473274158973422
1.1005192452767676,3.4291104181070624
2.279351625419417,4.587902647787287
4.271077886262563,6.545769562196099
8.18014765922493,10.388385149018108
8.607305832563434,10.808281633409855
0.06952130531190703,2.415639443121605
5.107473025775658,7.367945984337471
4.17411003148779,6.450450160952498
2.2210781047073027,4.530619776927279
1.198653673336828,3.5255765608901024
3.3761517140362796,5.666057134897663
9.429097039125192,11.616102389460064
3.2320293202075523,5.5243848217640235
5.187906217433661,7.447011811737289
7.030189588951778,9.257976365939598
